,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,CLOSEST_CIRCLE_DIST,CLOSEST_CIRCLE_INDEX
175680,-122.31015032296783,47.594071944259994,176681,229721,230081,E603220,Matched,Intersection,30794.0,RAINIER AVE S AND S CHARLES S ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-10-25T00:00:00.000Z,10/25/2016 2:26:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,0,Vehicle going straight hits pedestrian,0,522982,N,87.17808712491923,13
34635,-122.31276631227426,47.687101729820796,35636,49746,49746,2603958,Matched,Block,,LAKE CITY WAY NE BETWEEN NE 80TH ST AND 15TH AVE NE,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2006-07-13T00:00:00.000Z,7/13/2006 12:11:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,6194009.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N,227.28829109571106,383
11672,-122.33771402763568,47.60407651172592,11673,25889,25889,1216973,Matched,Block,,MADISON ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,,,2,Injury Collision,Other,1,0,0,1,1,0,0,2004-09-07T00:00:00.000Z,9/7/2004,Mid-Block (not related to intersection),29.0,MOTOR VEHICLE OVERTURNED IN ROAD,,0,Clear or Partly Cloudy,Dry,Daylight,,4251033.0,,51,Other object,0,0,N,1213.6164118272482,762
24791,-122.31815016997324,47.61467304412036,24792,38609,38609,2028079,Matched,Block,,11TH AVE BETWEEN E PIKE ST AND E PINE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2005-05-08T00:00:00.000Z,5/8/2005,Mid-Block (not related to intersection),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,5128031.0,,32,One parked--one moving,0,0,N,276.33240398101907,489
199555,-122.3022294947528,47.59787738604373,200556,293038,294058,E807456,Matched,Intersection,30766.0,23RD AVE S AND S KING ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2018-06-07T00:00:00.000Z,6/7/2018 10:30:00 AM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,175.52603993386913,319
18393,-122.31870401347159,47.674573265174,18394,32408,32408,1794932,Matched,Block,,9TH AVE NE BETWEEN NE 63RD ST AND NE 64TH ST,,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2005-01-18T00:00:00.000Z,1/18/2005 5:10:00 PM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,5018040.0,,23,From same direction - all others,0,0,N,45.574223259349985,790
44227,-122.35136006973744,47.618586399666405,44228,58855,58855,2190420,Matched,Intersection,29659.0,3RD AVE AND DENNY WAY,,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2006-05-23T00:00:00.000Z,5/23/2006 10:30:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,6143024.0,,10,Entering at angle,0,0,N,857.2014260695945,663
130466,-122.33366038383869,47.607746503307155,132467,150744,150764,3574712,Matched,Block,,SENECA ST BETWEEN 4TH AVE AND 5TH AVE, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2013-07-18T00:00:00.000Z,7/18/2013 4:10:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,742.0171966616327,762
98726,-122.31392747096935,47.59901631313888,98727,111985,111985,3329776,Matched,Block,,RAINIER AVE S BETWEEN BOREN AVE S AND S JACKSON PL,,,1,Property Damage Only Collision,Right Turn,3,0,0,2,0,0,0,2010-04-24T00:00:00.000Z,4/24/2010 1:47:00 AM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,10114020.0,,16,From same direction - one right turn - one straight,0,0,N,192.39595046107442,52
132742,-122.31673339075188,47.61288923577013,130743,148582,148602,3606501,Matched,Intersection,29761.0,12TH AVE AND E MADISON ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2013-06-22T00:00:00.000Z,6/22/2013 11:17:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,0,0,N,177.43662718199263,837
91637,-122.32025239034901,47.66131589164785,91638,105912,105912,2803504,Matched,Block,,NE 45TH ST BETWEEN 7TH AVE NE AND 8TH W AVE NE,,,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2009-10-09T00:00:00.000Z,10/9/2009,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,9282012.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,208.683093538504,223
177879,-122.3165789341517,47.661291960354745,179880,234039,234439,3769898,Matched,Intersection,27065.0,11TH AVE NE AND NE 45TH ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2017-01-13T00:00:00.000Z,1/13/2017 6:08:00 PM,At Intersection (but not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N,245.31187465860324,785
146404,-122.33013725134869,47.607247580492846,147405,174232,174252,3505819,Matched,Block,,MADISON ST BETWEEN 6TH AVE AND 7TH AVE, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2014-08-21T00:00:00.000Z,8/21/2014 2:14:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,548.0309396454389,762
411,-122.31860498969044,47.56349530268686,412,35400,35400,1797838,Matched,Intersection,32306.0,11TH AVE S AND S OREGON ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2005-11-05T00:00:00.000Z,11/5/2005,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,5309025.0,,10,Entering at angle,0,0,N,281.99032653576626,512
98989,-122.33089641482124,47.60220929607378,98990,114021,114021,3208644,Matched,Block,,3RD AVE BETWEEN YESLER WAY AND JAMES ST,,,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,2010-03-21T00:00:00.000Z,3/21/2010 9:12:00 AM,Mid-Block (but intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear or Partly Cloudy,Dry,Daylight,,10080001.0,,0,Vehicle going straight hits pedestrian,0,0,N,1035.0730453402193,762
106860,-122.34470639687115,47.70579719971895,106861,121962,121962,3378110,Matched,Block,,AURORA AVE N BETWEEN N NORTHGATE WAY AND N 107TH S ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2011-01-14T00:00:00.000Z,1/14/2011 5:46:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Unknown,Unknown,Unknown,,11014009.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,130.5740880208395,293
174796,-122.30888162792068,47.54750088635672,175797,227655,227995,E586597,Matched,Intersection,163545.0,19TH WR AVE S AND SWIFT AVE S, ,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2016-09-11T00:00:00.000Z,9/11/2016 2:15:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,23,From same direction - all others,0,0,N,490.8466069892358,525
125543,-122.38677531782332,47.562911624695246,125544,142794,142794,3505085,Matched,Intersection,31904.0,CALIFORNIA AVE SW AND SW OREGON ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2013-01-10T00:00:00.000Z,1/10/2013 9:55:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,13010010.0,,10,Entering at angle,0,0,N,220.68686838297634,249
188120,-122.33420302527028,47.57557557380279,188121,246038,246618,3755138,Matched,Intersection,31379.0,1ST AVE S AND S HANFORD ST, ,,1,Property Damage Only Collision,Left Turn,0,0,0,2,0,0,0,2017-08-15T00:00:00.000Z,8/15/2017 5:40:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N,1462.7246555720433,178
131589,-122.28783612750244,47.56281827145792,131590,147703,147723,3617160,Matched,Intersection,32721.0,RAINIER AVE S AND S OREGON ST, ,,2,Injury Collision,Angles,5,0,0,3,1,0,0,2013-06-05T00:00:00.000Z,6/5/2013 6:38:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,Y,10,Entering at angle,0,0,N,218.34568999420145,683
65563,-122.33245128131384,47.607266309863746,65564,81460,81460,3273833,Matched,Intersection,29933.0,5TH AVE AND SPRING ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2008-08-18T00:00:00.000Z,8/18/2008 3:34:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Wet,Daylight,,8231014.0,,10,Entering at angle,0,0,N,686.9077144693044,762
101745,-122.36506192535127,47.67325889442319,101746,118047,118047,3199209,Matched,Block,,7TH AVE NW BETWEEN NW 60TH ST AND NW 62ND ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2010-01-16T00:00:00.000Z,1/16/2010 12:30:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Unknown,,10016016.0,,32,One parked--one moving,0,0,N,128.566246158362,563
82741,-122.31256350599028,47.66126567422878,83742,97456,97456,3206318,Matched,Block,,NE 45TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,,,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2009-09-03T00:00:00.000Z,9/3/2009,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,9246007.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,393.6313267796243,899
147958,-122.36702219782462,47.62559164233637,146959,172047,172067,3705517,Matched,Block,,ELLIOTT AVE W BETWEEN W MERCER ST AND W MERCER PL, ,,2,Injury Collision,Rear Ended,3,0,0,3,1,0,0,2014-07-15T00:00:00.000Z,7/15/2014 8:07:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,935.1403186874622,438
69943,-122.3554625249713,47.61642001958071,69944,84518,84518,2826398,Matched,Block,,ELLIOTT AVE BETWEEN BROAD ST AND BAY ST,,,1,Property Damage Only Collision,Sideswipe,5,0,0,2,0,0,0,2008-05-21T00:00:00.000Z,5/21/2008 4:20:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,8142016.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,1138.2304293910106,663
81960,-122.28725218796829,47.54975710325725,81961,96139,96139,3281657,Matched,Intersection,33626.0,M L KING JR ER WAY S AND S JUNEAU ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2009-01-05T00:00:00.000Z,1/5/2009,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Other,Wet,Dark - Street Lights On,,9005008.0,,0,Vehicle going straight hits pedestrian,0,0,N,73.71920200661657,637
68362,-122.32307185169908,47.619868826048155,68363,82311,82311,2882251,Matched,Intersection,29050.0,BOYLSTON AVE E AND E OLIVE E WAY,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2008-04-21T00:00:00.000Z,4/21/2008 6:38:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,Y,8112018.0,,45,Vehicle - Pedalcyclist,23232,0,N,129.01167900414077,843
160142,-122.33656362295595,47.605050498390725,158143,190166,190246,C792705,Unmatched,Block,,1ST AVE BETWEEN MADISON ST AND SPRING ST, ,,0,Unknown,,0,0,0,0,0,0,0,2014-07-29T00:00:00.000Z,7/29/2014,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N,1080.4944985874965,762
93693,-122.29319374521921,47.722899065717534,93694,108926,108926,3198323,Matched,Intersection,36052.0,LAKE CITY WAY NE AND NE 130TH ST,,,2,Injury Collision,Left Turn,8,0,0,3,2,0,0,2010-01-29T00:00:00.000Z,1/29/2010 6:30:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Dark - Street Lights On,,10029009.0,,28,From opposite direction - one left turn - one straight,0,0,N,344.5123259908573,831
70877,-122.3280785780535,47.60416123456064,71878,87401,87401,3282787,Matched,Intersection,29973.0,6TH AVE AND JAMES ST,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2008-12-17T00:00:00.000Z,12/17/2008 2:37:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,8352012.0,,15,From same direction - one left turn - one straight,0,0,N,751.3095467064553,762
32278,-122.3559739743782,47.69059894474175,30279,44720,44720,C646646,Matched,Block,,N 85TH ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2005-04-05T00:00:00.000Z,4/5/2005,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,5095043.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,172.6763181178003,468
186724,-122.31894924450344,47.52560363644132,185725,241664,242104,3694822,Matched,Block,,S DONOVAN ST BETWEEN 10TH AVE S AND 12TH AVE S, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2017-05-19T00:00:00.000Z,5/19/2017 8:14:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Dusk,,,,32,One parked--one moving,0,0,Y,101.57979174301143,786
86081,-122.33419928448694,47.582938394777,87082,101054,101054,3279969,Unmatched,Block,,1ST AVE S BETWEEN S WALKER ST AND S STACY ST,,,0,Unknown,,0,0,0,0,0,0,0,2009-07-15T00:00:00.000Z,7/15/2009,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,,,,,,9196001.0,,,,0,0,N,1381.5549000550232,875
175031,-122.3208822586121,47.620490441063716,176032,226638,226978,E566127,Matched,Block,,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-07-19T00:00:00.000Z,7/19/2016 12:37:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,,32,One parked--one moving,0,0,N,119.52166239884417,957
59973,-122.37646659147772,47.5437735800491,59974,74155,74155,C682746,Matched,Block,,35TH AVE SW BETWEEN SW MORGAN ST AND SW HOLLY ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2007-03-03T00:00:00.000Z,3/3/2007,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,7062040.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,142.8368923793798,505
98446,-122.33809240814219,47.712301805004394,98447,113905,113905,3565255,Matched,Block,,N 115TH ST BETWEEN STONE AVE N AND MERIDIAN AVE N,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2010-11-11T00:00:00.000Z,11/11/2010 5:17:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dark - Street Lights On,,10315018.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,503.12409744911224,265
58185,-122.33072969571377,47.615449718161365,58186,72664,72664,2618303,Matched,Intersection,29865.0,BOREN AVE AND OLIVE WAY,,,2,Injury Collision,Angles,4,0,0,4,1,0,0,2007-01-05T00:00:00.000Z,1/5/2007,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,7005007.0,,10,Entering at angle,0,0,N,400.31963227662186,185
174072,-122.31692013212385,47.686725633040545,175073,223323,223603,C810863,Unmatched,Block,,NE 80TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE, ,,0,Unknown,,0,0,0,0,0,0,0,2016-02-23T00:00:00.000Z,2/23/2016,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N,250.03477869596153,383
163559,-122.29618878574509,47.62347604876238,161560,199511,199651,3701942,Matched,Intersection,29253.0,28TH AVE E AND E MADISON ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2015-08-07T00:00:00.000Z,8/7/2015 8:29:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N,269.4749278834929,231
136963,-122.32819676439527,47.6165094297595,135964,154629,154649,3672729,Matched,Block,,OLIVE WAY BETWEEN OLIVE WY ON RP AND MELROSE AVE, ,,2,Injury Collision,Rear Ended,4,0,0,2,2,0,0,2013-09-17T00:00:00.000Z,9/17/2013 1:53:00 AM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,Y,Overcast,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,200.3676888515272,55
4175,-122.38758472927431,47.67594849827872,1176,68100,68100,2893034,Matched,Intersection,23943.0,24TH AVE NW AND NW 65TH ST,,,2,Injury Collision,Angles,3,0,0,2,1,0,0,2007-10-04T00:00:00.000Z,10/4/2007,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,1,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,7277020.0,,10,Entering at angle,0,0,N,249.93182380236118,926
98590,-122.30065154721458,47.67577422008743,98591,112509,112509,3341773,Matched,Intersection,24695.0,25TH AVE NE AND NE 65TH ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2010-09-01T00:00:00.000Z,9/1/2010 7:22:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,10244002.0,Y,14,From same direction - both going straight - one stopped - rear-end,0,0,N,219.99453875702886,225
36591,-122.32020934895516,47.63048977230172,34592,48825,48825,2400901,Matched,Intersection,28951.0,10TH AVE E AND E HIGHLAND DR,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2006-06-05T00:00:00.000Z,6/5/2006,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,6156005.0,,10,Entering at angle,0,0,N,79.25976483535234,122
164427,-122.34679297878913,47.662068960839186,164428,203605,203745,E456827,Matched,Block,,N 46TH ST BETWEEN PHINNEY TURN RD AND GREEN LAKE WAY N, ,,2,Injury Collision,Sideswipe,0,0,0,2,2,0,0,2015-08-16T00:00:00.000Z,8/16/2015 9:14:00 AM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,103.7037507118287,763
78031,-122.38682987078323,47.55932475902158,79032,93937,93937,2796388,Matched,Intersection,32768.0,CALIFORNIA AVE SW AND ERSKINE WAY SW,,,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,2009-11-21T00:00:00.000Z,11/21/2009 7:10:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,9325021.0,,28,From opposite direction - one left turn - one straight,0,0,N,417.65750706318687,833
20114,-122.26998628773019,47.52852421428339,20115,34149,34149,2026411,Matched,Block,,RAINIER AVE S BETWEEN S ROSE S ST AND S THISTLE ST,,,1,Property Damage Only Collision,Other,5,0,0,2,0,0,0,2005-10-20T00:00:00.000Z,10/20/2005 8:19:00 PM,Driveway Junction,11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,,5293042.0,,21,One car entering driveway access,0,0,N,395.5978410470558,748
105979,-122.33235533559342,47.60631958325785,105980,120818,120818,3346048,Matched,Block,,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,,,2,Injury Collision,Other,1,0,0,1,1,0,0,2011-03-01T00:00:00.000Z,3/1/2011 9:37:00 AM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,11060001.0,,52,Vehicle overturned,0,0,N,742.0356981565276,762
71572,-122.32905458551704,47.58293661899191,70573,84021,84021,2907707,Matched,Block,,4TH AVE S BETWEEN S WALKER ST AND S STACY ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2008-03-17T00:00:00.000Z,3/17/2008 12:17:00 PM,Driveway Junction,24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear or Partly Cloudy,Dry,Daylight,Y,8077029.0,,1,Vehicle turning right hits pedestrian,0,0,N,999.1335544898918,875
61557,-122.30514931660494,47.61767385275816,61558,75702,75702,2621679,Matched,Block,,E MADISON ST BETWEEN 20TH AVE AND E DENNY WAY,,,1,Property Damage Only Collision,Parked Car,4,0,0,2,0,0,0,2007-02-10T00:00:00.000Z,2/10/2007 8:47:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,7041029.0,,32,One parked--one moving,0,0,N,265.8281187222062,687
183834,-122.29618809245692,47.57834714614385,183835,238497,238937,E644720,Matched,Intersection,31481.0,M L KING JR WAY S AND S MCCLELLAN ST, ,,1,Property Damage Only Collision,Angles,0,0,0,2,0,0,0,2017-01-19T00:00:00.000Z,1/19/2017 11:05:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N,328.90370645771463,888
148929,-122.38001612641969,47.66487856543081,148930,176258,176278,3706569,Matched,Intersection,25174.0,LEARY AVE NW AND NW DOCK PL, ,,2,Injury Collision,Left Turn,4,0,0,2,1,0,0,2014-09-28T00:00:00.000Z,9/28/2014 4:14:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N,675.2812531227079,133
36343,-122.29946015544809,47.60086637792386,34344,48513,48513,2615228,Matched,Block,,S WASHINGTON ST BETWEEN 25TH AVE S AND 26TH AVE S,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2006-07-02T00:00:00.000Z,7/2/2006,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,6183008.0,Y,32,One parked--one moving,0,0,N,39.47465630904974,358
124583,-122.34721455841586,47.686940667445995,124584,140329,140329,3466597,Matched,Intersection,24285.0,LINDEN AVE N AND N 80TH ST,,,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2012-03-18T00:00:00.000Z,3/18/2012 7:29:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Dry,Dark - Street Lights On,,12078005.0,,10,Entering at angle,0,0,N,217.1195557946718,679
88073,-122.31781902882895,47.65688930464752,88074,102342,102342,2905714,Matched,Intersection,27100.0,ROOSEVELT WAY NE AND NE 41ST ST,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2009-02-05T00:00:00.000Z,2/5/2009,At Intersection (but not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,9036015.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,236.50214860184437,899
