X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
-122.294801380199786,47.557196824888798,9823,15680,1279574.74054,206675.1154,268914,13,65258,GRDWM,S HUDSON ST AND DEAD END 1,0, ,NONE,-122.29480138155,47.5571968248714
-122.319479021165193,47.530500967657836,9824,17711,1273294.45202,197055.90694,338553,13,78252,GRDWM,S ELMGROVE ST AND S MONROE ST ACCESS RD,0, ,NONE,-122.319479022514,47.5305009676401
-122.328922639354928,47.70309924428912,9825,3900,1272185.34789,260047.08832,492129,13,233662,N,I5 EXPRESS NE 103RD RP AND I5 EXPRESS ON RP,5, ,NONE,-122.328922640709,47.7030992442713
-122.324488422551255,47.729999236759028,9826,2597,1273467.08152,269836.28078,492227,13,220654,NW,I5 SB AND 145TH ST ON RP,5, ,NONE,-122.324488423906,47.7299992367412
-122.378885221939171,47.667167458349738,9827,7055,1259622.40209,247186.09375,25158,13,11310,BLRD,17TH AVE NW AND NW 53RD ST,0, ,NONE,-122.378885223292,47.6671674583313
-122.363548584495021,47.650501817031063,9828,8805,1263279.68542,241032.72926,26687,13,21321,MGNL-QA,W BERTONA ST AND W EMERSON ST,3, ,NONE,-122.363548585847,47.6505018170128
-122.323363479472263,47.645621140109839,9829,9160,1273147.98751,239058.41271,28189,13,30108,LKUN,BOYLSTON AVE E AND E HAMLIN ST,0, ,NONE,-122.323363480824,47.645621140092
-122.297959380109148,47.717437849567354,9830,3156,1279907.464,265129.76122,36613,13,227115,N,28TH AVE NE AND NE 123RD ST,0, ,NONE,-122.297959381463,47.7174378495499
-122.345463074098262,47.524632937957001,9831,18094,1266834.38136,195040.90944,35029,13,77701,DLRD,8TH AVE SW AND SW TRENTON ST,0, ,NONE,-122.345463075447,47.524632937939
-122.32139511300953,47.583721545598159,9832,13499,1273196.53279,216474.42523,31271,13,51252,GRDWM,AIRPORT WAY S AND S WALKER S ST,1, ,NONE,-122.32139511436,47.5837215455804
-122.271405900807139,47.52233394405372,9833,18309,1285112.87251,193851.75897,35278,13,80319,SE,50TH AVE S AND S DIRECTOR ST,0, ,NONE,-122.271405902156,47.5223339440366
-122.275862716378768,47.675775267984093,9834,6284,1285060.93907,249832.59282,24873,13,7364,NE,NE 65TH ST AND NE PRINCETON W WAY,2, ,NONE,-122.275862717732,47.6757752679669
-122.339088717072471,47.685131932406556,9835,5321,1269554.4341,253543.28313,24242,13,4130,NW,WINONA AVE N AND WEST GREEN LAKE DR N,2, ,NONE,-122.339088718426,47.6851319323886
-122.373573064506758,47.675954910883519,9836,6121,1260995.18954,250364.57439,24206,13,3758,BLRD,14TH AVE NW AND NW 65TH ST,2, ,NONE,-122.37357306586,47.6759549108651
-122.321348192022668,47.641671327463747,9837,9528,1273616.80543,237608.3153,28210,13,30132,E,BROADWAY E AND DEAD END 2,0, ,NONE,-122.321348193375,47.641671327446
-122.341988627736484,47.636645510968748,9838,9976,1268493.59058,235874.48439,28019,13,29320,MGNL-QA,NEWTON ST AND WAVERLY PL N,0, ,NONE,-122.341988629088,47.6366455109507
-122.263453996175599,47.669935031122208,9839,6914,1288077.78951,247645.58917,26309,13,17546,NE,60TH AVE NE AND NE 57TH ST,0, ,NONE,-122.263453997528,47.6699350311051
-122.289474576284633,47.706562889367184,9840,3694,1281920.64518,261124.01683,36849,13,228728,N,36TH AVE NE AND DEAD END 3,0, ,NONE,-122.289474577638,47.7065628893498
-122.319796325258949,47.655858284402036,9841,8330,1274099.24767,242774.8707,27132,13,23195,NE,8TH AVE NE AND NE 40 UPPER ST,2, ,NONE,-122.319796326611,47.6558582843843
-122.259277542560923,47.673361452902554,9842,6551,1289129.78183,248876.1228,26286,13,17519,NE,NE RADFORD NR DR AND NE RADFORD SR E DR,0, ,NONE,-122.259277543914,47.6733614528855
-122.28794427020938,47.621305221059799,9843,11214,1281709.56499,230023.36477,29472,13,38738,CNTRL,35TH AVE E AND DEAD END,0, ,NONE,-122.287944271561,47.6213052210424
-122.38235471313034,47.578326561432263,9844,13809,1258115.45988,214803.76565,31085,13,48346,SW,FAIRMOUNT AVE SW AND SW FOREST ST,0, ,NONE,-122.382354714481,47.5783265614138
-122.277113611749272,47.636947798408428,9845,10039,1284487.13248,235677.93553,28483,13,32304,E,43RD AVE E AND E NEWTON ST,3, ,NONE,-122.277113613101,47.6369477983912
-122.398520601613939,47.570881733698265,9846,14458,1254071.00957,212169.44193,31730,13,53253,SW,52ND AVE SW AND DEAD END 3,0, ,NONE,-122.398520602964,47.5708817336796
-122.313358255809405,47.652769420186019,9847,8673,1275663.95372,241617.78833,27175,13,23462,NE,UNIVERSITY WAY NE AND DEAD END 2,0, ,NONE,-122.313358257162,47.6527694201683
-122.300519011043335,47.725451288799256,9848,2805,1279333.22655,268064.26746,36041,13,221311,N,26TH AVE NE AND NE 134TH ST,0, ,NONE,-122.300519012398,47.7254512887817
-122.41079476382744,47.574100712059284,9849,14106,1251065.78512,213405.22741,31793,13,53508,SW,61ST AVE SW AND SW HINDS ST,0, ,NONE,-122.410794765178,47.5741007120405
-122.303990306240109,47.683047266894498,9850,5531,1278183.45299,252615.83481,24758,13,6703,NE,RAVENNA AVE NE AND NE 75TH ST,1, ,NONE,-122.303990307593,47.6830472668769
-122.288863583688226,47.533057997747903,9851,17543,1280874.10489,197843.90797,268932,13,73866,GRDWM,BEACON ER AVE S AND S PORTLAND ST,3, ,NONE,-122.288863585038,47.5330579977305
-122.359229580111034,47.629147597947153,9852,10565,1264189.57214,233223.84247,28624,13,34183,MGNL-QA,2ND AVE W AND DEAD END,0, ,NONE,-122.359229581463,47.6291475979289
-122.330275807038078,47.599198691740199,9853,12568,1271115.06155,222161.38255,30507,13,44540,DWNTN,3RD AVE S AND S JACKSON ST,1, ,CITY,-122.330275808389,47.5991986917223
-122.407084972385633,47.644992273994205,9854,9126,1252510.08362,239239.84887,27460,13,26127,MGNL-QA,39TH AVE W AND W ARMOUR ST,0, ,NONE,-122.407084973738,47.6449922739754
-122.277633664683748,47.532492388408038,9855,17616,1283643.90125,197585.36589,34498,13,73355,SE,S CHICAGO ST AND DEAD END 2 ,0, ,NONE,-122.277633666033,47.5324923883908
-122.335046675048176,47.656810573131224,9856,8212,1270348.2709,243195.13157,26840,13,22155,LKUN,BURKE AVE N AND N 41ST ST,0, ,NONE,-122.335046676401,47.6568105731133
-122.387352032664154,47.532279024041159,9857,17506,1256543.12349,198035.52883,33927,13,68747,SW,CALIFORNIA AVE SW AND SW KENYON ST,3, ,NONE,-122.387352034013,47.5322790240226
-122.382886419216604,47.528432287497459,9858,17773,1257617.8184,196610.41549,34680,13,75123,SW,40TH AVE SW AND SW THISTLE ST,3, ,NONE,-122.382886420566,47.5284322874789
-122.339127173505346,47.665034427349219,9859,7286,1269401.53093,246213.98648,25530,13,13332,LKUN-NW,WOODLAWN AVE N AND N 50TH W ST,1, ,NONE,-122.339127174858,47.6650344273312
-122.364547837525379,47.521023292388684,9860,18315,1262093.77847,193817.72863,34876,13,76321,DLRD,25TH AVE SW AND SW BARTON ST,2, ,NONE,-122.364547838874,47.5210232923704
-122.327670677425445,47.59835587804772,9861,12625,1271751.70719,221841.52079,30517,13,44552,DWNTN,5TH AVE S AND S KING ST,2, ,NONE,-122.327670678776,47.5983558780299
-122.372296842946142,47.570645560006632,9862,14592,1260541.40266,211952.76277,32101,13,55530,SW,WEST SEATTLE BR EB AND POINT A,1, ,NONE,-122.372296844296,47.5706455599883
-122.330847597015747,47.626862290175538,9863,10757,1271170.36139,232252.93507,29098,13,36532,LKUN,ALOHA ST AND YALE AVE N,0, ,NONE,-122.330847598367,47.6268622901577
-122.303794436380102,47.640995097205874,9864,9620,1277938.61305,237278.52151,28405,13,31524,NE,22ND AVE E AND E CALHOUN ST,0, ,NONE,-122.303794437732,47.6409950971883
-122.281701449595204,47.562854415754437,9865,15268,1282847.61632,208677.29166,32727,13,59749,SE,41ST AVE S AND S OREGON ST,0, ,NONE,-122.281701450945,47.5628544157371
-122.262505287961886,47.549221429022175,9866,16380,1287493.81639,203616.71232,33725,13,67735,SE,OAKHURST RD S AND S HAWTHORN RD,0, ,NONE,-122.262505289312,47.5492214290051
-122.409996215153811,47.640313944795416,9867,9542,1251757.64585,237548.40183,165223,13,26652,MGNL-QA,43RD AVE W AND W PARKMONT NR PL,0, ,NONE,-122.409996216506,47.6403139447766
-122.39297871406545,47.673742689123216,9868,6334,1256199.11428,249654.07583,25202,13,11508,BLRD,28TH AVE NW AND NW 62ND ST,0, ,NONE,-122.392978715418,47.6737426891046
-122.303574417450378,47.615302100557642,9869,11620,1277813.80486,227907.28054,30126,13,41515,CNTRL,22ND AVE AND E PINE ST,0, ,NONE,-122.303574418802,47.6153021005401
-122.403589877890965,47.655859461271021,9870,8215,1253452.33027,243185.40203,26344,13,19122,MGNL-QA,36TH AVE W AND W THURMAN ST,0, ,NONE,-122.403589879243,47.6558594612523
-122.286464696728174,47.619207301344161,9871,11350,1282059.93555,229251.3599,29502,13,38852,CNTRL,36TH AVE E AND 37TH AVE E,0, ,NONE,-122.28646469808,47.6192073013268
-122.381274231166884,47.579290151064832,9872,13743,1258389.15818,215149.81262,31077,13,48337,SW,39TH AVE SW AND SW LANDER ST,0, ,NONE,-122.381274232517,47.5792901510464
-122.289960662586353,47.537044813069102,9873,17246,1280630.66297,199303.02528,34557,13,73706,GRDWM,33RD AVE S AND S OTHELLO ST,0, ,NONE,-122.289960663936,47.5370448130517
-122.274272833025535,47.521861838094857,9874,18345,1284401.39962,193692.8311,35281,13,80322,SE,46TH AVE S AND DEAD END 5 ,0, ,NONE,-122.274272834375,47.5218618380777
-122.293683753988006,47.605181958163129,9875,12239,1280182.78099,224170.02358,30088,13,41348,CNTRL,30TH AVE AND E TERRACE ST,0, ,NONE,-122.293683755339,47.6051819581457
-122.291563355435855,47.606150828594963,9876,12197,1280712.46675,224513.45193,30079,13,41339,CNTRL,32ND AVE AND E JEFFERSON ST,0, ,NONE,-122.291563356787,47.6061508285775
-122.371656886190195,47.635954543827282,9877,10011,1261175.51415,235767.28695,27950,13,28724,MGNL-QA,11TH AVE W AND W HOWE ST,2, ,NONE,-122.371656887542,47.6359545438089
-122.347991519621274,47.520985423752876,9878,18340,1266183.60683,193722.96639,35048,13,77720,DLRD,10TH AVE SW AND SW BARTON ST,0, ,NONE,-122.34799152097,47.5209854237348
-122.31275995108146,47.597491635030977,9879,12679,1275423.78706,221455.25903,30437,13,44152,CNTRL,RAINIER AVE S AND S WELLER ST,1, ,HALFPED,-122.312759952432,47.5974916350133
-122.282130756848559,47.686653073876677,9880,5249,1283591.73382,253828.75001,24900,13,7519,NE,43RD AVE NE AND NE 80TH ST,0, ,NONE,-122.282130758202,47.6866530738594
-122.319347794596453,47.61175788132693,9881,11829,1273899.16447,226689.43299,29765,13,40142,E,10TH AVE AND E MADISON ST,1, ,NONE,-122.319347795948,47.6117578813092
-122.304529995801659,47.717528499544599,9882,3146,1278290.97375,265193.67085,36707,13,227521,N,23RD AVE NE AND NE 123RD ST,0, ,NONE,-122.304529997156,47.717528499527
-122.274782276765407,47.548377925487117,9883,16425,1284456.70022,203365.62983,33557,13,66451,SE,S RAYMOND PL AND DEAD END,0, ,NONE,-122.274782278115,47.5483779254699
-122.39082133709303,47.650315444865726,9884,8778,1256557.57444,241099.60593,26575,13,20731,MGNL-QA,WHALLEY PL W AND W BERTONA ST,0, ,NONE,-122.390821338445,47.6503154448471
-122.294896027680593,47.711999168373637,9885,3426,1280623.7246,263131.93415,36651,13,227304,N,31ST AVE NE AND NE 115TH ST,3, ,NONE,-122.294896029035,47.7119991683562
-122.288637919162113,47.68941794966311,9886,5023,1282008.34361,254867.34227,24883,13,7502,NE,NE 84TH ST AND DEAD END,0, ,NONE,-122.288637920515,47.6894179496457
-122.368745049301282,47.705169325084597,9887,3718,1262396.9603,260995.1175,37189,13,231503,BLRD,9TH AVE NW AND NW 105TH W ST,0, ,NONE,-122.368745050655,47.7051693250663
-122.313197532559556,47.534267253564224,9888,17436,1274872.39148,198399.5593,34391,13,72701,GRDWM,16TH AVE S AND EAST MARGINAL WAY S,1, ,CITY,-122.313197533909,47.5342672535466
-122.309478391339482,47.582967977946396,9889,13569,1276131.67698,216142.96437,31574,13,52567,GRDWM,18TH AVE S AND S COLLEGE ST,3, ,NONE,-122.30947839269,47.5829679779288
-122.385993017441734,47.653977131510267,9890,8448,1257774.34832,242410.9452,26455,13,20304,MGNL-QA,23RD AVE W AND W EMERSON ST,3, ,NONE,-122.385993018794,47.6539771314918
-122.301037564788757,47.554890430227246,9891,15882,1278019.14553,205863.27975,33247,13,65255,GRDWM,S BENNETT ST AND DEAD END 2,0, ,NONE,-122.301037566139,47.5548904302097
-122.407794349740044,47.575414023212559,9892,13997,1251816.04765,213869.01134,31680,13,53101,SW,SW HORTON ST AND DEAD END,0, ,NONE,-122.40779435109,47.5754140231938
-122.299967256334256,47.603504191509252,9893,12347,1278621.31436,223587.62025,30105,13,41365,CNTRL,25TH AVE AND E SPRUCE ST,0, ,NONE,-122.299967257685,47.6035041914917
-122.377491430682468,47.646594312563643,9894,9044,1259815.19185,239676.33323,27570,13,27101,MGNL-QA,16TH AVE W AND DEAD END 2,0, ,NONE,-122.377491432035,47.6465943125452
-122.38925319758691,47.55830072558237,9895,15496,1256265.4554,207534.88167,32852,13,61510,SW,RUTAN PL SW AND DEAD END,0, ,NONE,-122.389253198937,47.5583007255638
-122.355164901271266,47.517360381008515,9896,18563,1264385.33252,192435.90259,35058,13,77732,DLRD,DELRIDGE WAY SW AND SW ROXBURY ST,1, ,CITY,-122.35516490262,47.5173603809903
-122.28771323661573,47.599105506842953,9897,12609,1281613.50457,221926.05097,35509,13,146524,CNTRL,35TH AVE S AND S JACKSON ST,3, ,NONE,-122.287713237967,47.5991055068256
-122.304171134917482,47.693012077549611,9898,4710,1278208.38559,256250.84767,37756,13,234732,NE,23RD AVE NE AND NE 89TH ST,0, ,NONE,-122.304171136271,47.693012077532
-122.251185580469397,47.509720078571029,9899,19214,1290023.36058,189158.74444,38224,13,306304,SE,66TH AVE S AND S RYAN ST,0, ,NONE,-122.251185581818,47.5097200785541
-122.290229948377942,47.617640800501476,9900,11479,1281120.68076,228697.61321,30232,13,42514,CNTRL,33RD AVE AND E HOWELL ST,0, ,NONE,-122.290229949729,47.6176408004841
-122.357374988615064,47.667932405366884,9901,7008,1264926.93764,247359.36991,25325,13,12326,NW,1ST AVE NW AND N 54TH ST,0, ,NONE,-122.357374989968,47.6679324053487
-122.360129828468303,47.568345131733253,9902,14831,1263527.64651,211053.99054,32043,13,55303,DLRD,21ST AVE SW AND SW ANDOVER ST,3, ,NONE,-122.360129829819,47.568345131715
-122.302211072541169,47.537344831502651,9903,17220,1277607.2743,199469.9552,34350,13,72308,GRDWM,AIRPORT WAY S AND S OTHELLO ST,1, ,CITY,-122.302211073891,47.5373448314851
-122.275380222268765,47.543355935516466,9904,16827,1284274.73338,201536.87207,34415,13,73122,SE,46TH AVE S AND S WARSAW ST,0, ,NONE,-122.275380223618,47.5433559354993
-122.310707814989698,47.641023176152643,9905,9608,1276234.82655,237321.40151,28413,13,31533,NE,16TH AVE E AND E CALHOUN ST,0, ,NONE,-122.310707816342,47.641023176135
-122.363564829924613,47.713478116169398,9906,3310,1263732.42731,263999.88423,36232,13,224125,NW,6TH AVE NW AND NW 116TH ST,0, ,NONE,-122.363564831279,47.7134781161511
-122.294287736771906,47.586881030045475,9907,13286,1279907.08896,217498.51458,31410,13,52116,SE,30TH AVE S AND S GRAND W ST,0, ,NONE,-122.294287738123,47.586881030028
-122.333152641341897,47.613063934911914,9908,11734,1270503.98623,227231.79843,29882,13,40537,DWNTN,8TH AVE AND PINE ST,1, ,CITY,-122.333152642693,47.613063934894
-122.34477198486212,47.61117277028707,9909,11839,1267625.03224,226598.16822,29722,13,39701,DWNTN,LENORA ST AND WESTERN AVE,2, ,CITY,-122.344771986213,47.611172770269
-122.321400414491904,47.576894441272081,9910,13964,1273147.07436,213984.62734,31327,13,51451,GRDWM,AIRPORT WAY S AND S STEVENS ST,1, ,NONE,-122.321400415842,47.5768944412543
-122.301091867110188,47.603507018448603,9911,12346,1278343.94399,223593.94038,30104,13,41364,CNTRL,24TH AVE AND E SPRUCE ST,0, ,NONE,-122.301091868461,47.6035070184311
-122.361183376997573,47.570914593695683,9912,14565,1263286.21905,211996.21697,32025,13,55210,DLRD,CHELAN-W SEATTLE BR EB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP,1, ,NONE,-122.361183378348,47.5709145936775
-122.320091315604913,47.57689119533687,9913,13966,1273470.10975,213977.19874,31328,13,51452,GRDWM,S STEVENS ST AND DEAD END 1,0, ,NONE,-122.320091316955,47.5768911953191
-122.34160128488098,47.517281209693977,9914,18590,1267735.78705,192341.04895,34983,13,77314,DLRD,5TH AVE SW AND SW ROXBURY ST,1, ,NONE,-122.34160128623,47.517281209676
-122.311524884676857,47.610374032414512,9915,11917,1275818.71007,226147.58646,30155,13,41551,CNTRL,16TH AVE AND E MARION ST,0, ,NONE,-122.311524886028,47.6103740323969
-122.298867686965224,47.608001384058163,9916,12076,1278923.76556,225222.57449,30074,13,41334,CNTRL,26TH AVE AND E CHERRY ST,2, ,NONE,-122.298867688316,47.6080013840407
-122.330846025367549,47.675963724579724,9917,6176,1271519.25074,250160.05189,24599,13,5743,NW,CORLISS AVE N AND N 65TH ST,2, ,NONE,-122.330846026721,47.6759637245618
-122.370765462490169,47.66438706031515,9918,7310,1261602.42769,246132.02962,25449,13,12732,BLRD,11TH AVE NW AND NW 49TH ST,0, ,NONE,-122.370765463843,47.6643870602968
-122.327893964339864,47.615705764990508,9919,11574,1271819.52696,228170.03152,29854,13,40509,E,MELROSE AVE AND YALE AVE,2, ,NONE,-122.327893965691,47.6157057649727
-122.350139982333431,47.629750614884877,9920,10533,1266434.75998,233399.45437,28845,13,35536,MGNL-QA,HIGHLAND DR AND NOB HILL AVE N,0, ,NONE,-122.350139983685,47.6297506148668
-122.32530599534887,47.621986009849905,9921,11118,1272502.1164,230448.03139,29140,13,36732,E,SUMMIT AVE E AND E HARRISON ST,0, ,NONE,-122.325305996701,47.6219860098321
-122.299089910721435,47.589468341550173,9922,13122,1278740.20716,218464.63733,30696,13,45385,SE,26TH AVE S AND DEAD END,0, ,NONE,-122.299089912072,47.5894683415327
-122.387388399647179,47.652148524605899,9923,8640,1257417.044,241751.00945,26462,13,20311,MGNL-QA,24TH AVE W AND W RUFFNER ST,0, ,NONE,-122.387388400999,47.6521485245873
-122.325626879761529,47.685589671894093,9924,5305,1272872.85714,253645.63551,24545,13,5534,NW,LATONA AVE NE AND DEAD END 2,0, ,NONE,-122.325626881115,47.6855896718763
-122.317837816177089,47.621097683805843,9925,11185,1274337.2606,230088.44662,29041,13,36354,E,11TH AVE E AND E THOMAS E ST,0, ,NONE,-122.317837817529,47.6210976837881
-122.390140335117607,47.672377834064314,9926,6476,1256888.18077,249142.16696,25210,13,11516,BLRD,26TH AVE NW AND NW 60TH ST,0, ,NONE,-122.39014033647,47.6723778340457
-122.280803412220564,47.548938848946158,9927,16386,1282973.82841,203598.10752,33532,13,66346,SE,42ND AVE S AND S KENNY ST,0, ,NONE,-122.28080341357,47.5489388489289
-122.405633916980563,47.637073639211685,9928,9881,1252808.6879,236344.69623,27524,13,26337,MGNL-QA,VIEWMONT WAY W AND WEST VIEWMONT WAY W,3, ,NONE,-122.405633918333,47.6370736391929
-122.373591680259906,47.665701391189458,9929,7168,1260915.75198,246625.2812,25439,13,12721,BLRD,14TH AVE NW AND NW 51ST ST,3, ,NONE,-122.373591681613,47.6657013911711
-122.341372288633792,47.618546625330794,9930,11344,1268516.15365,229270.92752,29514,13,39111,DWNTN,8TH AVE AND DENNY WAY,1, ,NONE,-122.341372289985,47.6185466253128
-122.328868925918272,47.726803753795203,9931,2725,1272366.59436,268691.81255,35948,13,220704,NW,1ST AVE NE AND NE 135TH ST,3, ,NONE,-122.328868927273,47.7268037537773
-122.329531011934947,47.555636446955688,9932,15779,1270989.86731,206270.83022,33146,13,64508,GRDWM,4TH AVE S AND S DAWSON ST,1, ,CITY,-122.329531013285,47.5556364469378
-122.393151363028693,47.659152956625668,9933,7895,1256048.72835,244334.19537,340039,13,20658,MGNL-QA,28TH PL W AND W JAMESON E ST,0, ,NONE,-122.393151364381,47.659152956607
-122.416472483281098,47.651815755041454,9934,8592,1250247.72509,241775.75288,340074,13,19850,MGNL-QA,PERKINS LN W AND W MCLAREN ST,0, ,NONE,-122.416472484633,47.6518157550226
-122.276966715299508,47.654049565603316,9935,8578,1284640.35667,241914.29393,27372,13,25304,NE,47TH AVE NE AND NE 35TH ST,0, ,NONE,-122.276966716652,47.6540495655861
-122.281581770654341,47.510477153947257,9936,19132,1282517.63539,189574.73113,38177,13,305652,GRDWM,40TH AVE S AND DEAD END,0, ,NONE,-122.281581772003,47.51047715393
-122.344499530084192,47.68622563535704,9937,5217,1268229.77438,253968.2741,24287,13,4526,NW,AURORA AVE N AND N 79TH ST,1, ,NONE,-122.344499531437,47.686225635339
-122.294110832378962,47.552502994034853,9938,16094,1279712.72121,204960.04186,165627,13,65456,GRDWM,30TH AVE S AND S LUCILE W ST,0, ,NONE,-122.294110833729,47.5525029940174
-122.314153774872239,47.668555883181831,9939,7001,1275578.71903,247378.85458,25761,13,14302,NE,BROOKLYN AVE NE AND NE 55TH ST,3, ,NONE,-122.314153776225,47.6685558831642
-122.337827377638277,47.694147564432662,9940,4591,1269929.34559,256825.17625,37350,13,232334,NW,DENSMORE AVE N AND N 90TH ST,3, ,NONE,-122.337827378992,47.6941475644147
-122.404086992285769,47.670435203274479,9941,6674,1253438.35318,248503.52632,25047,13,10139,BLRD,37TH PL NW AND NW 57TH ST,0, ,NONE,-122.404086993639,47.6704352032557
-122.400918728424429,47.648634232464573,9942,8886,1254056.81974,240537.01367,26390,13,19337,MGNL-QA,34TH AVE W AND W DRAVUS ST,2, ,NONE,-122.400918729777,47.6486342324459
-122.369905415124649,47.526476493702617,9943,17939,1260809.95127,195832.85286,34933,13,76519,DLRD,29TH AVE SW AND SW CLOVERDALE ST,0, ,NONE,-122.369905416474,47.5264764936843
-122.358238686919691,47.641432636881703,9944,9513,1264522.64504,237699.27748,27801,13,28145,MGNL-QA,1ST AVE W AND W SMITH ST,0, ,NONE,-122.358238688272,47.6414326368635
-122.31193741873598,47.664892810988512,9945,7338,1276099.03698,246032.43819,26052,13,15723,NE,15TH AVE NE AND NE 50TH ST,1, ,CITY,-122.311937420089,47.6648928109709
-122.317841588637378,47.656017817072687,9946,8305,1274582.02706,242823.75339,27111,13,23159,NE,EASTLAKE AVE NE AND ROOSEVELT WAY NE,1, ,CITY,-122.31784158999,47.656017817055
-122.370727735021376,47.569241465916832,9947,14733,1260918.43614,211432.95912,32126,13,55663,SW,SW AVALON WAY AND SW BRADFORD ST,2, ,NONE,-122.370727736372,47.5692414658985
-122.303590508297006,47.715707520364255,9948,3240,1278509.50508,264525.14016,36732,13,227546,N,23RD PL NE AND NE 120TH ST,0, ,NONE,-122.303590509651,47.7157075203467
-122.359498892223215,47.65286818131672,9949,8593,1264294.7587,241875.90801,26705,13,21346,LKUN,2ND AVE NW AND NW CANAL ST,0, ,NONE,-122.359498893576,47.6528681812985
-122.305762877750226,47.718361956757683,9950,3109,1277993.36121,265503.43648,36703,13,227517,N,22ND AVE NE AND DEAD END 1,0, ,NONE,-122.305762879104,47.7183619567401
-122.395647671159892,47.669470129942837,9951,6781,1255510.07184,248109.24971,25223,13,11529,BLRD,30TH AVE NW AND NW 56TH ST,0, ,NONE,-122.395647672513,47.6694701299242
-122.301745956620934,47.571924577686893,9952,14523,1277962.80659,212078.94517,32424,13,58130,GRDWM,24TH AVE S AND S SPOKANE ST,0, ,NONE,-122.301745957971,47.5719245776694
-122.327549848367511,47.725470591191382,9953,2792,1272681.73599,268199.3049,35959,13,220715,NW,2ND AVE NE AND ROOSEVELT WAY NE,0, ,NONE,-122.327549849722,47.7254705911735
-122.28431101020162,47.703802893355373,9954,3890,1283172.76243,260093.43046,37864,13,235506,N,NE 104TH ST AND DEAD END 4,0, ,NONE,-122.284311011555,47.7038028933381
-122.302377103458667,47.6274346541475,9955,10746,1278193.53529,232326.36944,29326,13,37531,E,23RD AVE E AND TURNER WAY E,1, ,NONE,-122.30237710481,47.62743465413
-122.386916357939768,47.640605223946125,9956,9544,1257448.36688,237538.9201,27599,13,27134,MGNL-QA,W WHEELER ST AND DEAD END 5,0, ,NONE,-122.386916359292,47.6406052239276
-122.38467772142225,47.652153080051129,9957,8646,1258085.03837,241739.19198,26460,13,20309,MGNL-QA,22ND AVE W AND W RUFFNER ST,3, ,NONE,-122.384677722775,47.6521530800326
-122.329974974703745,47.591666147685132,9958,47073,1271135.83698,219412.84956,527176,13,44863,GRDWM,3RD AVE S AND S ROYAL BROUGHAM WAY BR,1, ,NONE,-122.329974976055,47.5916661476673
-122.306474013074222,47.571923555633006,9959,14509,1276795.89766,212100.87669,32538,13,58530,GRDWM,19TH AVE S AND S SPOKANE ST,2, ,NONE,-122.306474014425,47.5719235556154
-122.385577388063993,47.552091165525738,9960,16035,1257127.19338,205251.98554,32804,13,61310,SW,42ND AVE SW AND SW FINDLAY ST,0, ,NONE,-122.385577389414,47.5520911655072
-122.326676575463267,47.681140825284025,9961,5696,1272582.867,252028.16786,24579,13,5719,NW,4TH AVE NE AND EAST GREEN LAKE DR N,2, ,NONE,-122.326676576816,47.6811408252662
-122.385236180542691,47.585356979722093,9962,13325,1257456.116,217382.02255,31041,13,48168,SW,SW HILL ST AND DEAD END 4,0, ,NONE,-122.385236181893,47.5853569797036
-122.32238482821522,47.62511769205112,9963,10896,1273244.47647,231576.19472,28998,13,36310,E,HARVARD AVE E AND E ROY W ST,2, ,NONE,-122.322384829567,47.6251176920333
-122.304846480233124,47.617113785429929,9964,11502,1277512.75193,228573.99568,30113,13,41502,CNTRL,21ST AVE AND E OLIVE ST,0, ,NONE,-122.304846481585,47.6171137854124
-122.381079490941787,47.685023069895735,9965,5285,1259212.83178,253708.76102,23889,13,2130,BLRD,19TH AVE NW AND NW 77TH ST,0, ,NONE,-122.381079492295,47.6850230698772
-122.290598074392605,47.686678463157598,9966,5238,1281506.73849,253877.38463,24908,13,7527,NE,35TH AVE NE AND NE 80TH ST,2, ,NONE,-122.290598075746,47.6866784631402
-122.261052424570323,47.497749817513515,9967,20089,1287504.24916,184838.24523,38406,13,316525,SE,57TH AVE S AND LUTHER AVE S,0, ,NONE,-122.261052425919,47.4977498174965
-122.346222845444174,47.629734826444789,9968,10539,1267400.32645,233374.68509,28842,13,35533,MGNL-QA,HIGHLAND DR AND TAYLOR AVE N,2, ,NONE,-122.346222846796,47.6297348264267
-122.339344180498514,47.706876776469777,9969,3641,1269646.73438,261474.78138,36355,13,225318,NW,ASHWORTH AVE N AND N 107TH ST,0, ,NONE,-122.339344181852,47.7068767764518
-122.317368646047697,47.576881441489505,9970,13971,1274141.93951,213960.67112,31316,13,51335,GRDWM,12TH AVE S AND S STEVENS ST,0, ,NONE,-122.317368647398,47.5768814414718
-122.310173053216985,47.61153998881688,9971,11847,1276160.26143,226566.40681,30151,13,41547,CNTRL,17TH AVE AND E SPRING ST,0, ,NONE,-122.310173054568,47.6115399887993
-122.354437053478563,47.665021005034326,9972,7271,1265629.69528,246283.27698,25663,13,13727,LKUN-NW,PHINNEY WR AVE N AND N 50TH ST,0, ,NONE,-122.354437054831,47.6650210050162
